user_id,month,data_mb,voice_minutes,sms_count
U0009859,2024_10,1353.59,0,0
U0009859,2024_11,1353.59,0,0
U0009859,2024_12,1353.59,0,0
U0009859,2025_01,1488.95,0,0
U0009859,2025_02,1637.85,0,1
U0009859,2025_03,1801.64,0,0
U0009859,2025_04,1801.64,5,0
U0009859,2025_05,1801.64,0,0
U0009859,2025_06,1801.64,0,0
U0009860,2024_07,1108.55,0,0
U0009860,2024_08,1219.4,1,0
U0009860,2024_09,1219.4,0,0
U0009860,2024_10,1341.34,0,0
U0009860,2024_11,1475.47,1,0
U0009860,2024_12,1475.47,0,1
U0009860,2025_01,1475.47,0,0
U0009860,2025_02,1475.47,0,0
U0009860,2025_03,1623.02,1,0
U0009860,2025_04,1623.02,0,0
U0009860,2025_05,1623.02,0,0
U0009860,2025_06,1623.02,0,0
U0009861,2024_07,1312.0,9,0
U0009861,2024_08,1312.0,2,0
U0009861,2024_09,1443.2,0,0
U0009862,2024_07,1143.57,2,0
U0009862,2024_08,1257.93,0,0
U0009862,2024_09,1257.93,0,0
U0009862,2024_10,1383.72,0,0
U0009862,2024_11,1383.72,0,0
U0009862,2024_12,1383.72,0,0
U0009862,2025_01,1383.72,1,0
U0009862,2025_02,1383.72,0,0
U0009862,2025_03,1383.72,5,0
U0009862,2025_04,1383.72,3,0
U0009862,2025_05,1383.72,0,0
U0009862,2025_06,1383.72,0,0
U0009863,2024_07,1269.74,0,0
U0009863,2024_08,1396.71,0,0
U0009863,2024_09,1396.71,0,0
U0009863,2024_10,1396.71,0,0
U0009864,2024_07,1275.78,0,1
U0009864,2024_08,1403.36,1,0
U0009864,2024_09,1543.7,0,0
U0009864,2024_10,1543.7,0,0
U0009864,2024_11,1698.07,0,0
U0009864,2024_12,1698.07,3,0
U0009864,2025_01,1698.07,0,0
U0009864,2025_02,1698.07,3,0
U0009864,2025_03,1867.88,0,3
U0009864,2025_04,1867.88,3,0
U0009864,2025_05,1867.88,1,0
U0009864,2025_06,1681.09,0,1
U0009865,2024_07,1485.64,0,0
U0009865,2024_08,1485.64,0,0
U0009865,2024_09,1485.64,0,0
U0009865,2024_10,1485.64,0,0
U0009865,2024_11,1485.64,0,0
U0009865,2024_12,1485.64,0,0
U0009865,2025_01,1485.64,0,0
U0009865,2025_02,1485.64,0,0
U0009865,2025_03,1485.64,1,2
U0009865,2025_04,1485.64,2,0
U0009865,2025_05,1485.64,0,1
U0009865,2025_06,1634.2,1,1
U0009866,2024_07,1214.41,0,1
U0009866,2024_08,1214.41,0,0
U0009866,2024_09,1214.41,2,0
U0009866,2024_10,1214.41,0,0
U0009866,2024_11,1335.85,1,0
U0009866,2024_12,1469.44,2,0
U0009866,2025_01,1469.44,1,0
U0009866,2025_02,1469.44,0,0
U0009866,2025_03,1469.44,0,0
U0009866,2025_04,1469.44,0,0
U0009866,2025_05,1469.44,1,0
U0009866,2025_06,1469.44,1,0
U0009867,2024_07,1482.27,5,0
U0009867,2024_08,1630.5,1,0
U0009867,2024_09,1630.5,0,0
U0009867,2024_10,1793.55,0,0
U0009867,2024_11,1793.55,0,0
U0009867,2024_12,1972.91,0,0
U0009867,2025_01,1972.91,0,0
U0009867,2025_02,1972.91,0,0
U0009867,2025_03,1972.91,1,0
U0009867,2025_04,1972.91,0,0
U0009867,2025_05,1775.62,0,0
U0009867,2025_06,1775.62,2,0
U0009868,2024_07,989.44,0,0
U0009868,2024_08,989.44,0,0
U0009868,2024_09,989.44,1,0
U0009868,2024_10,989.44,0,0
U0009868,2024_11,989.44,0,0
U0009868,2024_12,989.44,0,0
U0009868,2025_01,1088.38,1,0
U0009868,2025_02,1088.38,0,0
U0009868,2025_03,1088.38,0,0
U0009868,2025_04,979.54,3,0
U0009868,2025_05,979.54,0,1
U0009868,2025_06,979.54,1,0
U0009869,2024_07,1330.85,0,0
U0009869,2024_08,1330.85,0,0
U0009869,2024_09,1463.94,0,0
U0009869,2024_10,1463.94,0,0
U0009870,2024_07,1159.71,0,1
U0009870,2024_08,1159.71,0,0
U0009870,2024_09,1159.71,0,0
U0009871,2024_07,1028.82,0,0
U0009871,2024_08,1131.7,0,0
U0009871,2024_09,1131.7,2,0
U0009871,2024_10,1244.87,1,0
U0009871,2024_11,1244.87,1,0
U0009871,2024_12,1244.87,0,0
U0009871,2025_01,1120.38,0,0
U0009871,2025_02,1120.38,0,0
U0009871,2025_03,1120.38,0,7
U0009871,2025_04,1232.42,0,0
U0009871,2025_05,1232.42,0,0
U0009871,2025_06,1355.66,0,0
U0009872,2024_07,1050.04,0,1
U0009872,2024_08,945.04,0,1
U0009872,2024_09,1039.54,0,0
U0009872,2024_10,1039.54,0,0
U0009872,2024_11,1039.54,0,0
U0009872,2024_12,1039.54,0,0
U0009872,2025_01,1143.49,0,0
U0009872,2025_02,1143.49,0,0
U0009872,2025_03,1257.84,1,0
U0009872,2025_04,1257.84,0,0
U0009872,2025_05,1383.62,0,0
U0009872,2025_06,1383.62,0,0
U0009873,2024_07,1222.24,0,0
U0009873,2024_08,1222.24,0,0
U0009873,2024_09,1222.24,0,0
U0009873,2024_10,1222.24,2,0
U0009874,2024_07,1314.3,3,0
U0009874,2024_08,1314.3,0,0
U0009874,2024_09,1445.73,4,0
U0009874,2024_10,1590.3,0,0
U0009874,2024_11,1590.3,0,0
U0009874,2024_12,1590.3,1,0
U0009874,2025_01,1590.3,0,0
U0009874,2025_02,1590.3,0,0
U0009874,2025_03,1590.3,0,0
U0009874,2025_04,1590.3,1,0
U0009874,2025_05,1749.33,0,1
U0009874,2025_06,1924.26,0,0
U0009875,2024_07,1468.03,3,0
U0009875,2024_08,1614.83,1,0
U0009875,2024_09,1614.83,0,0
U0009875,2024_10,1614.83,3,0
U0009876,2024_07,1067.74,0,4
U0009876,2024_08,960.97,1,0
U0009876,2024_09,864.87,0,3
U0009876,2024_10,778.38,8,0
U0009876,2024_11,856.22,0,0
U0009876,2024_12,856.22,6,0
U0009876,2025_01,856.22,0,0
U0009876,2025_02,941.84,0,0
U0009876,2025_03,1036.02,0,0
U0009876,2025_04,1139.62,2,2
U0009876,2025_05,1025.66,0,0
U0009877,2024_07,1331.54,0,0
U0009877,2024_08,1331.54,0,0
U0009877,2024_09,1331.54,0,0
U0009877,2024_10,1464.69,0,0
U0009877,2024_11,1464.69,0,1
U0009877,2024_12,1318.22,0,1
U0009877,2025_01,1186.4,0,1
U0009877,2025_02,1305.04,2,1
U0009877,2025_03,1174.54,0,0
U0009878,2024_07,881.43,0,0
U0009878,2024_08,881.43,0,0
U0009878,2024_09,969.57,0,0
U0009878,2024_10,1066.53,0,0
U0009878,2024_11,1173.18,0,0
U0009878,2024_12,1055.86,0,0
U0009878,2025_01,1055.86,0,0
U0009878,2025_02,1055.86,0,0
U0009878,2025_03,1055.86,0,0
U0009878,2025_04,1055.86,1,0
U0009878,2025_05,950.27,1,0
U0009878,2025_06,1045.3,0,0
U0009879,2024_07,1144.08,0,0
U0009879,2024_08,1144.08,0,0
U0009879,2024_09,1258.49,0,1
U0009879,2024_10,1258.49,1,3
U0009879,2024_11,1132.64,0,0
U0009879,2024_12,1132.64,0,0
U0009879,2025_01,1245.9,0,1
U0009879,2025_02,1370.49,0,0
U0009879,2025_03,1370.49,0,0
U0009879,2025_04,1370.49,1,0
U0009879,2025_05,1370.49,0,2
U0009879,2025_06,1370.49,1,0
U0009880,2024_07,1030.02,0,0
U0009880,2024_08,927.02,0,0
U0009880,2024_09,927.02,0,0
U0009880,2024_10,834.32,1,1
U0009880,2024_11,834.32,1,0
U0009880,2024_12,834.32,0,1
U0009880,2025_01,834.32,1,0
U0009880,2025_02,917.75,0,0
U0009880,2025_03,917.75,0,0
U0009880,2025_04,917.75,0,0
U0009880,2025_05,917.75,0,0
U0009880,2025_06,917.75,1,0
U0009881,2024_07,1445.92,0,0
U0009881,2024_08,1445.92,0,0
U0009881,2024_09,1445.92,1,0
U0009881,2024_10,1445.92,0,0
U0009881,2024_11,1445.92,0,0
U0009881,2024_12,1590.51,0,0
U0009881,2025_01,1590.51,0,0
U0009881,2025_02,1749.56,0,0
U0009881,2025_03,1749.56,1,0
U0009881,2025_04,1924.52,0,1
U0009881,2025_05,1924.52,1,0
U0009881,2025_06,1732.07,0,0
U0009882,2024_07,1081.64,0,0
U0009882,2024_08,1081.64,1,0
U0009882,2024_09,1189.8,0,0
U0009882,2024_10,1308.78,0,0
U0009882,2024_11,1177.9,0,0
U0009882,2024_12,1177.9,0,0
U0009882,2025_01,1177.9,0,1
U0009882,2025_02,1060.11,0,0
U0009882,2025_03,1060.11,0,0
U0009882,2025_04,1060.11,0,1
U0009883,2024_07,741.29,0,0
U0009883,2024_08,815.42,0,0
U0009884,2024_07,1423.28,0,0
U0009884,2024_08,1423.28,0,0
U0009884,2024_09,1423.28,0,0
U0009884,2024_10,1423.28,0,0
U0009884,2024_11,1565.61,0,1
U0009884,2024_12,1565.61,0,0
U0009884,2025_01,1565.61,0,0
U0009884,2025_02,1565.61,6,0
U0009884,2025_03,1565.61,0,0
U0009884,2025_04,1565.61,0,0
U0009884,2025_05,1565.61,0,0
U0009884,2025_06,1565.61,0,0
U0009885,2024_07,1252.58,0,0
U0009885,2024_08,1252.58,5,0
U0009885,2024_09,1252.58,0,0
U0009885,2024_10,1252.58,0,0
U0009885,2024_11,1377.84,0,0
U0009885,2024_12,1515.62,0,0
U0009885,2025_01,1667.18,0,0
U0009885,2025_02,1500.46,0,1
U0009885,2025_03,1500.46,0,0
U0009885,2025_04,1500.46,0,0
U0009885,2025_05,1350.41,0,0
U0009885,2025_06,1485.45,0,0
U0009886,2024_07,1167.92,0,0
U0009886,2024_08,1167.92,2,0
U0009886,2024_09,1284.71,0,0
U0009886,2024_10,1413.18,0,0
U0009886,2024_11,1413.18,0,0
U0009886,2024_12,1413.18,0,0
U0009887,2024_07,1317.52,1,0
U0009887,2024_08,1185.77,0,0
U0009887,2024_09,1304.35,0,0
U0009887,2024_10,1304.35,1,0
U0009887,2024_11,1434.78,0,0
U0009887,2024_12,1434.78,0,1
U0009887,2025_01,1578.26,1,0
U0009887,2025_02,1578.26,0,1
U0009887,2025_03,1736.09,0,0
U0009887,2025_04,1736.09,0,0
U0009887,2025_05,1736.09,0,0
U0009887,2025_06,1909.7,1,0
U0009888,2024_07,1262.24,0,0
U0009888,2024_08,1262.24,0,0
U0009888,2024_09,1262.24,2,0
U0009888,2024_10,1136.02,0,0
U0009888,2024_11,1136.02,1,0
U0009888,2024_12,1136.02,0,0
U0009888,2025_01,1136.02,0,0
U0009889,2024_07,1287.21,0,0
U0009889,2024_08,1415.93,0,0
U0009890,2024_07,1153.33,2,0
U0009890,2024_08,1153.33,0,0
U0009890,2024_09,1268.66,0,0
U0009890,2024_10,1268.66,0,0
U0009890,2024_11,1268.66,0,0
U0009891,2024_07,1320.34,1,0
U0009891,2024_08,1320.34,0,0
U0009891,2024_09,1320.34,0,0
U0009891,2024_10,1320.34,0,3
U0009892,2024_07,1320.11,0,0
U0009892,2024_08,1452.12,6,0
U0009892,2024_09,1452.12,0,0
U0009892,2024_10,1452.12,0,0
U0009893,2024_07,1432.18,0,0
U0009893,2024_08,1432.18,0,3
U0009893,2024_09,1288.96,0,0
U0009893,2024_10,1288.96,0,0
U0009893,2024_11,1417.86,3,0
U0009893,2024_12,1559.65,0,0
U0009893,2025_01,1559.65,0,0
U0009893,2025_02,1715.62,0,1
U0009893,2025_03,1715.62,0,0
U0009893,2025_04,1544.06,0,0
U0009893,2025_05,1698.47,0,0
U0009893,2025_06,1698.47,0,0
U0009894,2024_07,1284.53,0,0
U0009894,2024_08,1284.53,1,0
U0009894,2024_09,1412.98,0,0
U0009894,2024_10,1554.28,0,0
U0009894,2024_11,1709.71,0,0
U0009894,2024_12,1709.71,0,0
U0009894,2025_01,1880.68,0,0
U0009894,2025_02,1880.68,0,7
U0009894,2025_03,1880.68,0,0
U0009895,2024_07,1228.12,0,0
U0009895,2024_08,1228.12,0,0
U0009895,2024_09,1228.12,1,0
U0009895,2024_10,1105.31,0,1
U0009895,2024_11,1215.84,2,0
U0009895,2024_12,1337.42,1,0
U0009895,2025_01,1471.16,1,0
U0009895,2025_02,1471.16,0,0
U0009895,2025_03,1471.16,0,0
U0009896,2024_07,1016.61,0,0
U0009896,2024_08,1016.61,1,0
U0009896,2024_09,1016.61,0,0
U0009896,2024_10,1016.61,0,0
U0009896,2024_11,1118.27,0,0
U0009896,2024_12,1118.27,0,0
U0009896,2025_01,1118.27,0,0
U0009896,2025_02,1118.27,0,1
U0009896,2025_03,1118.27,1,0
U0009897,2024_07,1150.1,0,0
U0009897,2024_08,1265.11,0,0
U0009897,2024_09,1265.11,2,0
U0009897,2024_10,1391.62,0,0
U0009897,2024_11,1391.62,0,0
U0009897,2024_12,1530.78,0,9
U0009897,2025_01,1530.78,0,0
U0009897,2025_02,1377.7,1,0
U0009897,2025_03,1377.7,0,0
U0009897,2025_04,1377.7,0,0
U0009897,2025_05,1377.7,0,0
U0009897,2025_06,1377.7,0,0
U0009898,2024_07,900.91,0,0
U0009898,2024_08,900.91,0,0
U0009898,2024_09,900.91,0,0
U0009898,2024_10,900.91,96,0
U0009898,2024_11,900.91,0,0
U0009898,2024_12,900.91,0,4
U0009898,2025_01,991.0,0,0
U0009898,2025_02,891.9,1,0
U0009898,2025_03,981.09,2,0
U0009898,2025_04,981.09,0,0
U0009898,2025_05,981.09,0,1
U0009898,2025_06,1079.2,0,0
U0009899,2024_07,1249.48,0,0
U0009899,2024_08,1124.53,1,1
U0009899,2024_09,1236.98,0,0
U0009899,2024_10,1360.68,0,0
U0009899,2024_11,1360.68,0,4
U0009899,2024_12,1360.68,0,0
U0009899,2025_01,1496.75,0,0
U0009899,2025_02,1496.75,0,0
U0009899,2025_03,1496.75,1,0
U0009899,2025_04,1496.75,1,0
U0009899,2025_05,1646.43,0,0
U0009899,2025_06,1481.79,0,0
U0009900,2024_07,1093.03,0,0
U0009900,2024_08,1093.03,0,0
U0009900,2024_09,1093.03,1,2
U0009900,2024_10,1093.03,0,0
U0009900,2024_11,1202.33,0,0
U0009900,2024_12,1322.56,1,0
U0009900,2025_01,1322.56,0,2
U0009900,2025_02,1322.56,0,0
U0009900,2025_03,1322.56,0,0
U0009900,2025_04,1322.56,0,0
U0009900,2025_05,1454.82,3,0
U0009900,2025_06,1454.82,0,0
U0009901,2024_07,970.44,0,0
U0009901,2024_08,970.44,0,4
U0009901,2024_09,1067.48,0,0
U0009901,2024_10,1067.48,0,0
U0009901,2024_11,1067.48,0,0
U0009901,2024_12,1067.48,0,0
U0009901,2025_01,1067.48,0,0
U0009901,2025_02,1067.48,0,0
U0009901,2025_03,1174.23,0,0
U0009901,2025_04,1174.23,0,0
U0009901,2025_05,1174.23,1,0
U0009901,2025_06,1291.65,0,0
U0009902,2024_07,1432.92,0,0
U0009902,2024_08,1432.92,0,0
U0009902,2024_09,1432.92,0,0
U0009902,2024_10,1432.92,0,0
U0009903,2024_07,1262.23,0,0
U0009903,2024_08,1262.23,0,0
U0009903,2024_09,1136.01,0,0
U0009903,2024_10,1249.61,0,0
U0009903,2024_11,1249.61,0,0
U0009903,2024_12,1249.61,0,0
U0009903,2025_01,1124.65,0,0
U0009903,2025_02,1124.65,1,0
U0009903,2025_03,1124.65,0,0
U0009903,2025_04,1237.12,0,1
U0009903,2025_05,1237.12,0,0
U0009903,2025_06,1237.12,0,0
U0009904,2024_07,1563.87,0,0
U0009904,2024_08,1720.26,0,0
U0009904,2024_09,1892.29,0,0
U0009905,2024_07,1135.54,1,0
U0009905,2024_08,1249.09,0,0
U0009905,2024_09,1374.0,0,0
U0009905,2024_10,1511.4,0,1
U0009905,2024_11,1662.54,0,0
U0009905,2024_12,1828.79,0,0
U0009905,2025_01,2011.67,0,0
U0009905,2025_02,2212.84,0,1
U0009905,2025_03,2212.84,0,0
U0009905,2025_04,2212.84,1,0
U0009905,2025_05,2434.12,0,0
U0009905,2025_06,2190.71,0,0
U0009906,2024_07,1013.41,0,0
U0009907,2024_07,1177.87,0,0
U0009907,2024_08,1295.66,1,0
U0009907,2024_09,1425.23,0,0
U0009907,2024_10,1567.75,1,0
U0009907,2024_11,1724.52,1,3
U0009907,2024_12,1724.52,0,0
U0009907,2025_01,1724.52,0,0
U0009907,2025_02,1724.52,0,0
U0009907,2025_03,1896.97,0,1
U0009907,2025_04,1896.97,1,0
U0009907,2025_05,2086.67,1,0
U0009907,2025_06,2086.67,0,0
U0009908,2024_07,1244.25,1,0
U0009908,2024_08,1244.25,0,0
U0009908,2024_09,1244.25,1,6
U0009908,2024_10,1244.25,0,0
U0009908,2024_11,1244.25,0,0
U0009909,2024_07,1421.37,0,0
U0009909,2024_08,1421.37,0,0
U0009909,2024_09,1421.37,0,0
U0009909,2024_10,1421.37,1,1
U0009909,2024_11,1421.37,5,0
U0009909,2024_12,1421.37,0,0
U0009909,2025_01,1563.51,0,0
U0009909,2025_02,1563.51,0,0
U0009909,2025_03,1407.16,0,0
U0009909,2025_04,1407.16,1,0
U0009909,2025_05,1547.88,0,0
U0009909,2025_06,1547.88,0,0
U0009910,2024_07,1296.96,1,0
U0009910,2024_08,1167.26,0,0
U0009910,2024_09,1167.26,0,0
U0009910,2024_10,1167.26,1,0
U0009910,2024_11,1167.26,0,0
U0009910,2024_12,1167.26,0,0
U0009910,2025_01,1283.99,0,0
U0009910,2025_02,1283.99,0,0
U0009910,2025_03,1283.99,0,0
U0009910,2025_04,1412.39,0,0
U0009910,2025_05,1412.39,0,0
U0009910,2025_06,1412.39,0,0
U0009911,2024_07,1002.36,0,0
U0009911,2024_08,1002.36,0,0
U0009911,2024_09,1002.36,1,0
U0009911,2024_10,1002.36,0,0
U0009911,2024_11,1102.6,0,0
U0009911,2024_12,1102.6,0,0
U0009911,2025_01,1102.6,0,0
U0009911,2025_02,1102.6,0,0
U0009911,2025_03,1102.6,0,1
U0009911,2025_04,1102.6,0,0
U0009911,2025_05,1102.6,0,0
U0009911,2025_06,1212.86,0,0
U0009912,2024_07,1688.31,8,0
U0009912,2024_08,1688.31,0,0
U0009912,2024_09,1857.14,0,3
U0009912,2024_10,1671.43,0,0
U0009912,2024_11,1671.43,0,0
U0009912,2024_12,1838.57,0,0
U0009912,2025_01,2022.43,0,0
U0009912,2025_02,2224.67,0,0
U0009912,2025_03,2224.67,0,0
U0009912,2025_04,2002.2,0,0
U0009912,2025_05,2202.42,0,0
U0009912,2025_06,2422.66,0,0
U0009913,2024_07,1001.47,0,0
U0009913,2024_08,1001.47,0,2
U0009913,2024_09,1001.47,0,0
U0009913,2024_10,1101.62,0,0
U0009913,2024_11,1101.62,0,0
U0009913,2024_12,991.46,0,0
U0009913,2025_01,991.46,0,0
U0009913,2025_02,892.31,0,0
U0009914,2024_07,1383.41,0,0
U0009914,2024_08,1383.41,0,3
U0009914,2024_09,1383.41,10,0
U0009914,2024_10,1383.41,0,0
U0009914,2024_11,1521.75,0,0
U0009914,2024_12,1673.93,1,3
U0009914,2025_01,1841.32,0,0
U0009914,2025_02,1841.32,0,0
U0009914,2025_03,1841.32,0,0
U0009914,2025_04,2025.45,2,0
U0009914,2025_05,2025.45,0,2
U0009914,2025_06,2025.45,0,0
U0009915,2024_07,1353.75,0,1
U0009915,2024_08,1353.75,0,0
U0009915,2024_09,1353.75,0,0
U0009915,2024_10,1489.13,0,0
U0009915,2024_11,1489.13,1,0
U0009915,2024_12,1489.13,0,0
U0009915,2025_01,1489.13,0,1
U0009915,2025_02,1638.04,0,0
U0009915,2025_03,1638.04,3,0
U0009915,2025_04,1638.04,0,0
U0009915,2025_05,1638.04,0,0
U0009915,2025_06,1638.04,0,0
U0009916,2024_07,1324.76,0,1
U0009916,2024_08,1324.76,0,0
U0009916,2024_09,1324.76,0,0
U0009916,2024_10,1324.76,0,0
U0009916,2024_11,1457.24,1,0
U0009916,2024_12,1457.24,0,0
U0009916,2025_01,1457.24,1,0
U0009916,2025_02,1457.24,0,0
U0009916,2025_03,1602.96,0,0
U0009916,2025_04,1602.96,0,0
U0009916,2025_05,1602.96,0,0
U0009916,2025_06,1763.26,0,0
U0009917,2024_07,1016.31,9,0
U0009917,2024_08,1016.31,0,8
U0009917,2024_09,1016.31,1,1
U0009917,2024_10,914.68,2,0
U0009917,2024_11,914.68,1,0
U0009917,2024_12,914.68,1,2
U0009917,2025_01,1006.15,0,0
U0009917,2025_02,1106.77,0,0
U0009918,2024_07,1167.6,0,0
U0009918,2024_08,1167.6,0,0
U0009918,2024_09,1167.6,0,1
U0009918,2024_10,1284.36,0,1
U0009918,2024_11,1412.8,1,0
U0009918,2024_12,1412.8,0,0
U0009918,2025_01,1554.08,0,0
U0009919,2024_07,1625.41,0,3
U0009919,2024_08,1787.95,0,1
U0009919,2024_09,1787.95,0,0
U0009919,2024_10,1966.74,0,0
U0009919,2024_11,2163.41,0,0
U0009919,2024_12,2163.41,1,0
U0009919,2025_01,2163.41,0,0
U0009919,2025_02,2163.41,0,1
U0009919,2025_03,2163.41,1,0
U0009919,2025_04,2379.75,0,0
U0009919,2025_05,2617.73,0,0
U0009919,2025_06,2617.73,0,0
U0009920,2024_07,1378.17,0,0
U0009920,2024_08,1378.17,0,0
U0009920,2024_09,1378.17,7,0
U0009920,2024_10,1240.35,0,0
U0009920,2024_11,1240.35,0,0
U0009920,2024_12,1240.35,0,0
U0009920,2025_01,1364.38,1,0
U0009920,2025_02,1364.38,1,0
U0009920,2025_03,1364.38,0,0
U0009920,2025_04,1500.82,0,1
U0009920,2025_05,1500.82,0,0
U0009920,2025_06,1500.82,3,1
U0009921,2024_07,1408.74,0,0
U0009921,2024_08,1267.87,0,3
U0009921,2024_09,1267.87,1,6
U0009921,2024_10,1267.87,1,0
U0009921,2024_11,1394.66,0,0
U0009921,2024_12,1394.66,0,0
U0009921,2025_01,1534.13,3,0
U0009921,2025_02,1534.13,0,0
U0009921,2025_03,1534.13,0,0
U0009921,2025_04,1534.13,0,0
U0009921,2025_05,1534.13,0,0
U0009921,2025_06,1534.13,0,0
U0009922,2024_07,1145.78,0,0
U0009922,2024_08,1145.78,1,0
U0009922,2024_09,1145.78,2,0
U0009922,2024_10,1145.78,0,0
U0009922,2024_11,1260.36,0,0
U0009922,2024_12,1260.36,0,0
U0009922,2025_01,1260.36,1,0
U0009922,2025_02,1386.4,0,0
U0009922,2025_03,1525.04,1,0
U0009922,2025_04,1525.04,0,1
U0009922,2025_05,1372.54,0,0
U0009922,2025_06,1372.54,0,2
U0009923,2024_07,1285.47,0,0
U0009923,2024_08,1414.02,0,0
U0009923,2024_09,1272.62,0,0
U0009923,2024_10,1272.62,1,0
U0009923,2024_11,1272.62,0,2
U0009923,2024_12,1272.62,0,1
U0009923,2025_01,1272.62,8,0
U0009923,2025_02,1272.62,0,3
U0009923,2025_03,1272.62,0,2
U0009923,2025_04,1399.88,0,0
U0009923,2025_05,1399.88,0,0
U0009923,2025_06,1399.88,0,0
U0009924,2024_07,1229.01,0,3
U0009924,2024_08,1351.91,0,0
U0009924,2024_09,1351.91,0,0
U0009924,2024_10,1487.1,0,0
U0009924,2024_11,1487.1,0,0
U0009924,2024_12,1635.81,0,0
U0009924,2025_01,1635.81,4,0
U0009924,2025_02,1635.81,0,0
U0009924,2025_03,1635.81,0,0
U0009924,2025_04,1472.23,0,0
U0009924,2025_05,1619.45,0,0
U0009924,2025_06,1781.4,0,2
U0009925,2024_07,1497.67,0,0
U0009925,2024_08,1347.9,0,1
U0009925,2024_09,1213.11,3,0
U0009925,2024_10,1213.11,0,0
U0009926,2024_07,1001.63,0,0
U0009926,2024_08,1001.63,0,0
U0009926,2024_09,1001.63,0,0
U0009926,2024_10,1001.63,0,0
U0009926,2024_11,1101.79,0,0
U0009926,2024_12,1211.97,0,0
U0009926,2025_01,1211.97,0,0
U0009926,2025_02,1211.97,0,0
U0009926,2025_03,1211.97,0,1
U0009926,2025_04,1090.77,0,1
U0009926,2025_05,981.69,2,4
U0009926,2025_06,981.69,0,0
U0009927,2024_07,935.35,3,0
U0009927,2024_08,935.35,0,1
U0009927,2024_09,1028.89,0,0
U0009927,2024_10,1028.89,0,1
U0009927,2024_11,926.0,0,1
U0009927,2024_12,926.0,0,1
U0009927,2025_01,1018.6,2,0
U0009927,2025_02,1120.46,0,0
U0009927,2025_03,1120.46,0,0
U0009927,2025_04,1120.46,0,1
U0009927,2025_05,1008.41,0,2
U0009927,2025_06,1008.41,1,0
U0009928,2024_07,1611.19,1,0
U0009928,2024_08,1611.19,3,0
U0009928,2024_09,1772.31,0,0
U0009928,2024_10,1772.31,0,0
U0009929,2024_07,1384.84,0,0
U0009929,2024_08,1523.32,1,0
U0009929,2024_09,1523.32,0,0
U0009929,2024_10,1675.65,6,4
U0009929,2024_11,1843.22,0,0
U0009929,2024_12,1843.22,1,0
U0009929,2025_01,2027.54,0,2
U0009929,2025_02,2027.54,0,0
U0009929,2025_03,2230.29,0,0
U0009929,2025_04,2453.32,1,0
U0009929,2025_05,2453.32,0,3
U0009929,2025_06,2453.32,0,0
U0009930,2024_07,1214.77,1,0
U0009930,2024_08,1093.29,0,0
U0009930,2024_09,1093.29,0,0
U0009930,2024_10,1093.29,1,0
U0009930,2024_11,1093.29,0,0
U0009930,2024_12,1202.62,1,0
U0009930,2025_01,1202.62,0,0
U0009930,2025_02,1202.62,0,0
U0009930,2025_03,1202.62,0,0
U0009930,2025_04,1202.62,0,0
U0009930,2025_05,1202.62,1,0
U0009930,2025_06,1202.62,2,0
U0009931,2024_07,1287.73,0,0
U0009931,2024_08,1158.96,0,2
U0009931,2024_09,1274.86,0,0
U0009932,2024_07,1254.09,0,0
U0009932,2024_08,1254.09,2,0
U0009932,2024_09,1254.09,0,0
U0009932,2024_10,1254.09,0,0
U0009932,2024_11,1254.09,0,0
U0009932,2024_12,1254.09,0,0
U0009932,2025_01,1379.5,0,2
U0009932,2025_02,1379.5,1,0
U0009932,2025_03,1517.45,0,0
U0009932,2025_04,1669.2,0,0
U0009932,2025_05,1836.12,4,0
U0009933,2024_07,1021.62,1,0
U0009933,2024_08,1021.62,0,1
U0009933,2024_09,1021.62,0,0
U0009933,2024_10,1021.62,0,0
U0009933,2024_11,1021.62,0,0
U0009933,2024_12,1021.62,3,0
U0009933,2025_01,1021.62,0,0
U0009933,2025_02,1021.62,0,0
U0009933,2025_03,1123.78,0,0
U0009933,2025_04,1236.16,0,0
U0009933,2025_05,1359.78,0,0
U0009933,2025_06,1359.78,0,0
U0009934,2024_07,867.65,0,0
U0009934,2024_08,780.88,0,0
U0009934,2024_09,780.88,0,0
U0009934,2024_10,858.97,0,0
U0009935,2024_07,1109.34,0,0
U0009935,2024_08,998.41,0,0
U0009935,2024_09,898.57,0,0
U0009935,2024_10,898.57,0,0
U0009935,2024_11,898.57,0,0
U0009935,2024_12,808.71,1,0
U0009935,2025_01,808.71,0,0
U0009935,2025_02,889.58,0,0
U0009935,2025_03,889.58,0,0
U0009935,2025_04,978.54,0,0
U0009935,2025_05,978.54,0,0
U0009935,2025_06,978.54,0,0
U0009936,2024_07,1309.1,1,0
U0009937,2024_07,1496.87,6,1
U0009938,2024_07,1079.09,0,0
U0009938,2024_08,971.18,1,0
U0009938,2024_09,971.18,0,0
U0009938,2024_10,874.06,0,0
U0009938,2024_11,874.06,0,0
U0009938,2024_12,961.47,1,0
U0009938,2025_01,961.47,0,1
U0009938,2025_02,961.47,0,0
U0009938,2025_03,961.47,22,0
U0009938,2025_04,1057.62,0,0
U0009938,2025_05,1057.62,0,0
U0009938,2025_06,1163.38,0,0
U0009939,2024_07,1070.46,0,0
U0009939,2024_08,963.41,0,0
U0009939,2024_09,963.41,0,1
U0009939,2024_10,963.41,0,0
U0009939,2024_11,1059.75,3,2
U0009939,2024_12,1165.73,2,0
